1,2,0,0,0,4132,169,1,18048,3,1
0,1,0,1,0,1654,186,2,10177,3,1
1,1,0,1,0,5178,191,4,5932,3,1
1,2,0,1,0,294,177,4,17456,3,1
0,1,0,0,0,6274,190,4,2423,3,1
0,1,0,1,0,2045,29,3,651,0,1
1,1,3,1,0,1892,185,4,14855,3,1
0,1,3,0,0,5774,193,2,11128,3,0
1,5,3,0,0,1714,188,3,19732,3,1
1,1,3,1,0,381,193,1,20674,3,1
1,1,3,1,0,4230,192,1,11852,3,1
1,1,3,0,0,504,151,2,3353,3,1
0,1,2,0,0,1021,182,2,1236,0,1
1,0,3,1,0,1692,169,2,9232,3,1
1,3,3,1,0,4861,185,2,5761,3,0
1,1,3,0,0,353,192,1,21667,3,0
1,2,3,0,1,4351,195,2,16248,3,1
1,1,3,1,0,1966,186,4,24559,3,1
0,1,0,0,0,1422,188,4,13047,3,1
1,1,3,1,0,6117,190,2,21600,3,1
0,1,0,0,0,2020,183,3,23145,3,1
0,1,2,1,0,1709,150,3,5467,3,1
1,2,0,1,0,2438,157,3,23872,3,0
1,1,0,1,1,3737,184,3,11098,3,1
1,1,0,1,1,3459,159,2,11914,3,1
0,1,2,0,0,4244,183,4,14185,3,1
1,1,3,1,0,2364,164,2,24833,3,1
1,0,3,1,0,1870,174,4,8650,3,1
1,2,1,1,0,2423,185,2,17747,3,1
1,1,0,1,0,2475,190,4,24408,3,1
1,1,3,0,0,45,190,1,8072,3,1
1,1,3,1,0,1445,133,3,19046,3,1
1,1,3,0,0,1216,176,4,19803,3,1
0,1,0,0,0,225,180,4,2725,3,1
0,1,0,0,0,411,51,0,22033,3,1
0,1,2,1,0,1684,157,4,9272,3,1
0,1,3,0,0,3143,189,4,33,0,1
0,1,1,0,0,750,181,3,1246,0,1
0,1,0,1,0,6966,193,2,19926,3,1
0,1,0,1,0,2407,185,3,1846,0,1
1,1,0,1,0,796,173,1,14358,3,1
1,5,0,1,0,2916,193,4,7056,3,1
1,1,3,1,0,330,169,1,15716,3,1
0,2,1,1,1,929,171,3,17381,3,1
1,1,3,0,1,133,187,2,7749,3,1
0,1,1,0,0,1563,180,2,974,0,1
1,1,0,0,0,3810,106,4,14664,3,1
1,1,0,0,0,2258,177,1,20264,3,0
1,1,0,0,0,414,182,3,18019,3,0
0,0,0,1,0,3117,54,2,9869,3,1
1,1,3,0,0,51,178,1,25072,3,0
1,2,3,0,0,1410,179,1,6105,3,0
1,1,2,0,0,1421,184,4,15161,3,1
1,1,3,1,0,6814,154,2,22165,3,1
1,1,0,1,0,589,192,1,24263,3,1
1,3,0,1,0,5105,196,2,12035,2,1
1,2,0,1,0,860,158,4,20367,3,1
1,2,0,1,0,999,181,2,5828,3,1
0,1,3,0,0,1146,51,1,18408,3,1
1,1,3,1,0,941,177,3,10861,3,1
1,1,2,1,0,3112,188,2,15750,3,1
1,2,0,0,0,536,81,3,3376,3,1
0,1,0,0,1,1069,191,2,16360,3,1
1,1,3,0,0,76,131,1,18774,3,1
1,3,3,0,0,6227,102,4,21824,3,0
1,1,0,0,0,535,165,1,5464,3,1
1,1,0,1,0,641,159,4,5099,3,1
1,1,0,1,0,3668,50,2,13275,3,1
1,1,0,0,1,2715,166,3,674,0,1
1,1,0,0,0,2361,115,3,25037,3,0
0,1,0,0,1,3588,150,3,6349,3,1
0,1,3,0,0,755,180,3,13057,3,0
0,1,0,1,0,1584,159,4,24961,3,0
0,1,0,0,0,3272,183,3,1733,0,1
1,1,3,1,0,2691,162,4,8871,3,1
1,1,0,0,0,2256,194,4,9971,3,1
1,1,0,1,0,1509,187,1,24972,3,1
0,1,0,1,0,842,190,1,12698,3,1
1,1,3,1,0,3147,171,4,16182,3,1
0,2,0,0,0,539,190,4,19376,3,1
1,2,0,1,1,616,193,3,8306,3,1
1,1,3,1,0,2145,157,2,12138,3,1
1,1,0,0,0,1270,171,1,20441,3,1
1,1,3,1,1,2096,180,3,6054,3,1
1,3,3,0,0,426,159,4,9939,3,0
0,1,3,0,0,2186,142,3,24313,3,0
1,1,0,1,0,1083,51,3,19653,3,0
1,1,3,0,0,1264,186,1,20201,3,1
1,1,3,1,0,1801,195,1,3503,3,1
1,1,0,0,0,1214,32,1,18567,3,0
1,1,3,0,0,2495,67,3,24823,3,1
1,1,0,1,0,1617,185,2,8534,3,1
0,1,2,0,0,1134,98,1,14340,3,1
1,1,3,0,1,593,148,3,22222,3,1
1,3,3,0,1,2825,197,2,21999,3,1
1,3,3,0,0,452,170,4,21985,3,0
0,1,3,0,0,6359,96,4,15612,3,0
1,1,3,1,0,1478,182,1,25271,3,1
1,1,2,0,0,84,148,1,1588,0,1
1,1,3,1,0,1758,175,2,9728,3,1
1,1,3,0,0,4010,32,3,12547,3,1
0,1,0,0,0,607,159,0,22667,3,1
0,1,0,0,1,1060,187,3,23267,3,1
0,1,0,1,0,3214,183,1,2757,3,1
1,1,0,0,0,2178,182,2,7304,3,1
1,2,0,1,0,1418,182,0,13131,3,1
1,1,3,1,0,1982,161,3,6799,3,1
1,1,3,1,0,309,145,4,20888,3,1
1,1,0,0,0,1829,180,3,19581,3,1
1,1,0,1,0,4752,168,4,3149,3,1
1,1,2,1,0,3467,190,4,23855,3,1
1,3,3,1,0,4560,181,3,16497,3,1
1,1,3,1,0,1413,180,3,923,0,1
1,2,0,0,0,6894,177,4,17535,3,1
0,3,0,0,0,916,15,3,1630,0,1
0,1,2,1,0,1877,177,1,20839,3,1
1,1,0,1,0,1364,174,4,13041,3,1
0,5,3,1,0,1416,29,2,14446,3,1
1,1,3,1,0,1524,144,4,956,0,1
0,1,0,1,0,1695,164,1,22681,3,1
1,1,0,1,1,2885,193,4,3508,3,1
1,5,3,0,0,919,163,2,15489,3,1
0,1,2,1,0,478,167,1,13165,3,1
1,1,1,0,0,438,191,0,11944,3,1
1,2,2,1,0,5120,49,3,3735,3,1
0,3,2,0,0,42,148,4,1647,0,1
1,1,0,1,0,4144,186,2,22407,3,1
1,1,1,0,1,3680,78,3,18977,3,1
1,3,3,0,0,3662,178,4,3626,3,1
1,4,2,1,0,827,178,4,3523,3,1
1,3,3,0,0,1989,193,2,7605,3,1
1,1,3,1,0,5577,194,3,12215,3,0
1,1,0,0,0,860,180,2,16329,3,1
0,1,0,0,0,661,81,4,21302,3,1
0,1,2,1,0,3108,187,4,20159,3,1
1,3,3,1,0,352,183,3,814,0,1
1,1,3,1,0,814,191,4,4205,3,1
0,1,3,0,0,1229,183,1,18271,3,1
0,1,0,0,0,3026,182,1,5751,3,1
1,1,0,0,0,6211,93,3,9756,3,1
0,1,3,1,0,4855,99,2,10311,3,0
1,1,3,0,1,755,171,2,15811,3,1
1,1,0,0,0,2235,189,1,24501,3,1
0,3,0,1,0,399,180,2,20003,3,1
1,0,3,1,0,1936,78,1,25064,3,0
1,2,1,0,1,3029,187,2,13951,3,1
1,2,0,1,0,2582,182,4,14413,3,1
0,3,0,0,0,6045,194,2,23032,3,1
1,2,2,1,0,5225,181,4,13178,3,1
0,1,2,1,0,4350,115,3,5740,3,1
1,1,0,0,0,1522,177,2,4254,3,1
1,1,3,1,0,325,150,3,18053,3,1
1,3,0,0,1,430,193,3,12257,3,1
1,5,0,1,0,3049,154,2,13801,3,1
1,3,0,0,1,1830,192,1,7139,3,1
1,1,0,1,0,50,174,1,15035,3,1
0,1,2,1,1,288,171,3,12514,3,1
0,1,0,1,0,4257,62,1,3479,3,0
1,1,0,1,0,400,194,2,15271,3,1
1,2,3,1,1,212,186,4,19894,3,1
0,3,0,0,1,4197,101,4,2520,3,1
1,1,1,1,0,5094,153,2,10737,3,1
1,5,3,1,1,904,188,3,15378,3,1
0,1,0,1,0,3264,180,1,23307,3,0
1,1,3,1,0,135,180,3,11129,3,1
0,1,0,0,0,798,178,2,10833,3,1
1,1,3,1,0,666,133,2,6582,3,1
1,1,1,1,1,368,27,4,3414,3,1
1,1,3,0,0,2875,189,3,23000,3,0
1,1,0,0,0,2668,183,3,4379,3,1
0,1,0,1,0,668,179,3,287,0,1
0,5,0,0,0,776,190,2,237,0,1
0,3,1,1,1,3514,168,4,9295,3,1
1,3,3,1,0,6899,195,3,20914,3,0
1,1,0,1,0,5268,179,4,6715,3,1
1,3,2,1,0,5271,54,2,8707,3,1
1,0,3,0,0,4211,183,4,2731,3,1
1,5,2,1,0,1291,172,4,519,0,1
0,1,2,1,0,4197,185,1,14014,3,1
1,2,3,1,0,4356,179,1,10933,3,1
1,5,2,0,0,332,34,4,17228,3,1
0,5,0,1,0,719,186,2,149,0,1
0,3,3,0,0,2394,193,4,21900,3,1
1,2,0,1,0,1275,141,2,4215,3,1
0,1,0,0,0,2012,100,2,8401,3,1
0,1,0,0,0,1843,47,4,609,0,1
1,1,3,0,0,1231,175,4,16075,3,1
1,3,3,1,0,251,151,3,21380,3,0
1,1,3,1,0,541,177,1,20736,3,1
1,1,1,1,1,2987,59,2,4152,3,1
1,1,2,1,0,2113,144,3,16807,3,1
1,1,3,1,0,3414,194,2,12941,3,1
0,1,0,0,1,1075,188,3,11488,3,1
0,3,0,0,0,1326,191,4,10851,3,1
1,3,3,1,0,2561,171,3,9868,3,1
1,1,2,1,0,2761,175,2,11403,3,1
1,1,0,1,1,1238,159,2,23555,3,1
0,1,0,0,0,2533,144,4,21823,3,1
0,3,0,1,1,2163,171,4,20204,3,1
1,1,0,1,0,167,189,4,4577,3,1
0,1,3,0,0,4598,18,2,2959,3,1
1,2,1,0,1,2808,190,3,2375,3,1
1,1,3,0,0,603,194,2,16170,3,1
1,2,1,1,1,1970,171,3,8109,3,1
1,3,3,1,0,4830,151,1,6551,3,1
1,1,3,1,0,1906,179,4,15263,3,1
0,1,0,1,0,1419,181,4,17640,3,1
1,1,0,1,0,4550,112,0,10369,3,1
0,3,3,1,0,6164,128,4,3176,3,1
0,1,0,1,0,4753,194,4,12315,3,1
1,1,3,0,1,6326,122,2,8728,3,1
1,1,0,0,1,51,192,3,17389,3,1
0,1,3,1,0,1742,174,3,212,0,1
0,1,2,1,0,4564,147,2,14612,3,1
1,1,0,1,0,3931,190,2,2571,3,1
1,2,3,1,0,63,129,1,18559,2,1
0,1,0,1,0,376,184,2,4440,3,1
1,1,3,1,0,1683,189,2,14971,3,1
1,1,3,1,0,5799,191,4,8470,3,1
0,1,2,0,0,538,165,2,1216,0,1
0,1,0,1,0,2527,191,3,20185,3,1
1,1,3,1,0,1426,184,1,2895,3,1
1,3,1,1,0,2612,144,2,24272,3,1
0,1,2,1,0,21,183,2,11882,3,1
0,1,0,0,0,480,101,4,6441,3,1
1,1,3,1,0,1118,182,1,22910,3,1
1,1,3,0,0,3696,179,2,15517,3,1
1,5,0,0,1,3320,29,3,23724,3,1
0,1,0,1,1,3116,185,4,6189,3,1
1,1,2,0,0,2556,188,1,15309,3,1
1,5,3,0,0,2640,192,4,25004,3,0
0,1,0,0,0,1110,193,1,5185,3,1
0,1,0,0,0,562,197,4,16984,3,1
1,1,1,1,0,408,180,3,12355,3,1
1,2,0,0,1,440,160,4,6112,3,1
1,1,0,1,0,1298,184,4,7100,3,1
0,5,2,0,0,1849,93,0,22773,3,1
0,2,2,1,1,3275,182,3,23684,3,1
0,1,1,0,0,1720,144,3,3480,3,1
1,3,3,1,0,1207,181,3,14886,3,1
1,1,0,1,0,2196,186,3,3350,3,1
0,1,0,0,0,2381,169,2,18006,3,1
1,1,3,0,0,5682,55,2,3136,3,1
1,5,0,1,0,264,182,3,517,0,1
0,1,3,1,1,3511,183,4,17333,3,1
1,1,3,0,0,908,189,2,20951,3,0
0,3,3,1,0,6543,53,2,11171,3,1
1,1,3,0,0,1928,195,1,9863,3,1
0,5,2,1,0,1660,93,4,21469,3,1
0,1,0,1,0,3702,160,2,262,0,1
1,3,0,0,0,938,54,1,19402,3,1
0,1,3,0,0,2051,167,3,203,0,1
0,1,0,0,0,5388,68,4,12642,3,0
0,1,3,0,0,3141,187,1,3082,3,1
1,2,0,1,0,3814,161,4,20111,3,1
1,1,3,0,0,1664,183,4,2562,3,1
0,0,0,0,1,2488,185,4,9396,3,1
0,3,0,1,0,3652,189,4,17367,3,1
0,5,0,0,0,6222,188,3,5705,3,1
0,1,3,0,0,2783,161,1,12649,3,1
0,3,3,1,0,2417,174,3,18994,3,0
1,1,0,0,1,791,195,4,18771,3,1
1,1,3,0,0,586,175,3,7177,3,1
1,1,3,1,0,2684,184,1,12945,3,1
0,1,0,0,0,613,160,4,9262,3,1
1,1,0,1,0,1444,121,3,19574,3,1
1,1,0,1,0,565,188,2,20982,3,1
0,2,2,0,0,4009,193,3,10294,3,1
1,1,0,0,0,59,97,1,14175,3,1
1,1,0,1,0,5273,181,3,15448,3,1
1,1,2,1,0,4470,183,3,4886,3,1
1,1,3,0,0,2449,165,4,3262,3,0
1,1,3,1,0,2435,86,2,15815,3,1
1,1,0,1,0,1980,182,3,1782,0,1
1,2,2,1,0,2483,193,2,4476,3,1
1,2,0,1,1,3683,156,4,11474,3,1
1,1,3,1,0,4988,154,4,6525,3,0
1,1,3,0,0,290,150,1,24040,3,1
0,1,0,1,0,2909,183,4,20153,3,1
0,5,2,1,0,1362,156,3,6412,3,1
1,3,2,0,0,2623,172,3,17539,3,1
1,1,0,1,0,1871,192,2,5778,3,0
0,3,0,0,0,1713,145,3,1057,0,1
1,1,0,0,0,2050,195,1,17767,3,0
0,1,2,1,0,4594,189,2,19421,3,1
0,1,0,0,1,2727,175,2,22589,3,1
1,1,0,0,1,219,181,3,13227,3,1
1,1,0,1,0,4724,185,1,14853,3,0
1,5,3,0,0,115,180,2,5637,3,1
1,2,0,1,0,2286,63,2,17729,3,1
0,3,0,0,0,4992,6,2,221,0,1
1,1,3,1,0,601,187,1,16562,3,1
1,1,3,1,0,3520,183,3,18946,3,0
0,4,0,0,0,1138,58,2,21746,3,1
1,1,0,1,0,4528,182,4,9563,3,1
0,5,3,0,0,3265,187,3,14476,3,1
0,2,1,0,0,295,187,2,10242,3,1
0,1,2,0,1,4098,168,4,12124,3,1
0,1,2,0,0,2278,181,1,19180,3,1
0,1,2,1,0,2505,184,3,19524,3,1
1,1,3,1,0,517,161,3,21432,3,1
0,1,2,0,0,727,183,3,19730,3,1
1,2,1,1,0,2449,181,2,18762,3,1
0,3,0,0,0,6310,182,3,24760,3,1
0,4,3,1,0,215,70,3,2672,3,0
1,2,3,1,0,1545,83,2,12733,3,1
0,1,3,0,0,4843,176,4,2283,3,1
1,1,3,1,0,969,189,2,9655,3,0
1,2,0,0,0,4367,55,4,11956,3,1
0,3,3,0,0,6673,189,3,1044,0,1
0,3,3,0,0,1162,183,4,12506,3,1
1,1,0,1,0,1843,188,4,5096,3,1
1,2,1,0,0,2573,161,3,12167,3,1
0,1,3,0,0,755,181,2,19733,3,0
1,1,3,0,0,3024,191,3,6928,3,0
1,1,3,0,0,1998,178,3,16659,3,1
1,2,0,1,0,3007,177,4,10690,3,1
1,1,0,0,0,1881,179,3,8079,3,1
1,1,0,1,0,1472,173,3,12864,3,1
1,3,0,0,0,1914,191,2,2116,0,1
1,3,0,1,0,3008,179,4,16593,3,1
0,1,0,0,0,488,180,2,1064,0,1
0,1,0,1,0,2644,179,4,12023,3,1
1,1,3,0,0,2488,185,3,1484,0,1
1,1,0,1,0,1968,191,2,12624,3,1
0,1,2,1,0,2907,170,3,16971,3,0
1,1,3,0,0,267,187,4,22294,3,0
0,5,2,0,0,326,71,3,503,0,1
0,1,0,0,0,3908,52,2,8775,3,1
1,1,0,1,0,3471,183,1,15959,3,1
0,1,3,0,1,580,166,4,14818,3,1
0,1,2,1,0,2503,173,3,314,0,1
1,1,3,0,0,2948,177,3,1739,0,1
1,1,1,1,0,679,183,3,15776,3,1
1,5,2,0,1,219,104,3,4929,3,1
1,1,0,1,0,564,181,4,5659,3,1
1,1,3,1,0,1158,181,3,19378,3,1
0,1,0,1,0,2899,178,3,20902,3,1
1,2,3,1,0,1494,187,4,5094,3,1
0,1,0,0,0,1414,153,2,22735,3,1
0,1,3,1,0,444,183,4,12451,3,1
1,2,3,0,0,682,179,4,14205,3,1
1,1,3,0,0,4701,175,2,23315,3,0
1,1,0,1,1,1406,194,2,16557,3,1
0,1,2,1,0,1091,184,3,18582,3,1
1,1,0,0,1,3127,187,4,19434,3,1
0,1,2,1,0,2544,184,3,12146,3,1
1,2,0,0,0,2222,186,3,10201,3,1
0,1,2,1,0,2351,179,3,4138,3,1
0,0,3,0,0,1989,189,2,8509,3,1
1,1,0,1,0,4291,128,4,9288,3,1
0,1,0,1,0,1951,186,2,24054,3,1
1,1,3,1,0,3528,178,1,18010,3,1
1,2,1,1,0,2094,192,4,18281,3,1
0,0,2,0,0,3520,167,2,9912,3,1
1,3,3,1,0,4189,179,3,12556,3,1
1,3,3,0,0,1862,168,2,24621,3,0
1,2,1,0,0,2692,172,2,4552,3,1
1,1,3,0,0,531,183,1,12129,3,0
1,1,3,0,1,1998,195,4,845,0,1
1,2,3,1,0,1328,178,1,17830,3,1
0,1,3,1,0,818,181,4,11954,3,1
0,1,0,0,1,1971,66,4,9428,3,1
1,1,0,0,0,438,183,1,24192,3,1
1,1,1,1,0,2835,180,3,21303,3,1
0,1,0,0,0,16,150,4,10150,3,1
1,1,2,1,0,3326,175,3,16321,3,1
0,1,0,0,0,634,192,4,2887,3,1
0,1,2,0,0,2218,171,1,20597,3,1
1,1,1,1,1,3670,192,4,2596,3,1
1,1,0,1,0,4010,166,3,11074,3,1
0,1,0,0,0,1099,192,2,13339,3,1
0,1,2,0,0,1025,182,1,15125,3,1
1,1,3,1,0,205,193,1,9399,3,1
1,1,3,1,0,357,150,2,20987,3,1
1,1,1,1,0,832,189,1,24022,3,1
1,2,0,0,0,641,171,4,3847,3,1
1,2,0,0,0,7066,187,3,36,0,1
0,1,2,0,0,1194,135,2,17232,3,1
0,1,0,0,0,169,181,2,10335,3,1
1,1,1,0,0,2856,190,1,18136,3,1
1,1,0,0,0,3188,188,2,19131,3,1
0,3,3,0,0,4012,62,3,21376,3,0
0,5,3,0,0,4069,191,3,1337,0,1
0,1,2,0,0,6935,152,3,1562,0,1
0,1,3,0,0,3671,192,2,13196,3,1
1,1,1,0,1,865,153,4,14256,3,1
0,1,2,1,0,6581,70,4,12229,3,0
1,1,2,0,0,505,179,3,18552,3,1
1,1,1,0,1,3431,128,2,4373,3,1
1,1,3,1,0,6001,147,1,6071,3,1
0,0,0,1,0,4373,177,4,21939,3,1
1,1,2,1,0,3981,176,1,10848,3,1
1,1,0,1,0,6555,191,3,22603,3,1
0,1,0,0,0,1881,180,3,9725,3,1
1,3,0,1,0,2109,185,4,7938,3,1
1,1,3,0,0,68,163,1,21402,3,0
1,1,3,1,0,3708,174,4,18666,3,0
1,1,0,1,0,1236,179,2,1773,0,1
0,1,0,0,0,1373,166,2,4567,3,1
1,3,0,1,1,841,138,4,20659,3,1
0,5,3,0,0,1833,143,3,533,0,1
1,1,0,0,1,6116,194,3,8678,3,1
0,3,0,1,0,5804,132,4,11893,3,1
0,1,0,0,0,2522,196,4,16850,3,1
1,1,3,1,0,3502,180,4,6674,3,1
1,3,0,0,0,2711,161,2,1611,0,1
1,1,0,1,0,5405,169,3,8791,3,1
1,1,0,0,0,4310,150,4,12050,3,1
0,3,0,0,0,1438,185,2,1405,0,1
1,1,3,1,1,1856,168,3,4694,3,1
1,1,1,1,0,3220,181,4,5263,3,1
1,1,3,1,0,4514,181,2,8340,2,1
0,1,0,0,0,2344,192,3,1577,0,1
1,2,1,0,1,6941,180,4,10198,3,1
0,1,3,0,0,2448,187,3,18344,3,1
1,1,3,1,0,361,154,3,19424,3,1
1,1,1,0,0,212,182,3,21397,3,1
0,5,0,0,0,2975,171,4,5758,3,1
1,3,0,0,0,1884,194,3,639,0,1
1,1,2,0,0,172,194,1,15038,3,1
1,1,0,1,0,2215,110,4,24703,3,1
1,1,3,1,0,5254,67,2,3048,3,1
1,1,3,1,0,1199,91,4,12553,3,1
0,0,1,0,1,3195,183,2,17002,3,1
0,1,2,1,0,1728,183,1,13172,3,1
1,2,1,1,0,269,187,4,5268,3,1
1,1,3,1,0,3635,185,1,19231,3,1
1,3,3,1,0,4451,190,2,3630,3,1
1,1,1,1,0,640,171,2,3726,3,1
0,1,0,1,0,3826,191,4,4405,3,1
0,3,0,1,0,349,178,4,2944,3,1
1,1,3,0,0,821,38,2,18572,3,0
1,2,3,1,0,203,187,4,4588,3,1
1,1,0,0,1,6028,192,1,20038,3,1
1,2,1,0,0,3358,195,4,5492,3,1
1,1,2,0,0,666,169,3,1207,0,1
1,4,1,1,0,1137,164,1,7671,3,1
1,1,0,1,1,3106,195,3,20342,3,1
1,1,0,0,0,1704,21,4,17797,3,1
0,1,0,0,0,3516,181,3,19422,3,1
1,0,3,1,0,772,158,2,3807,3,1
0,1,0,1,0,415,174,4,24822,3,1
0,1,0,0,0,2084,189,3,60,0,1
1,1,0,1,0,2307,180,4,25228,3,1
1,1,3,1,1,1305,90,3,15758,3,1
1,1,1,1,0,1972,92,3,19737,3,1
1,1,3,0,0,2729,185,2,15052,3,1
1,1,0,0,0,1549,189,4,3409,3,1
1,1,3,1,0,3006,166,4,4271,3,1
1,1,0,0,0,535,176,3,21139,3,1
1,1,2,0,0,5901,183,1,23899,3,1
1,1,0,1,0,425,116,2,16180,3,1
1,1,0,1,0,2688,186,3,6351,3,1
1,5,0,1,0,3422,143,1,19070,3,1
1,1,0,0,0,228,186,1,11846,3,1
1,3,0,1,0,6229,184,3,5055,3,1
1,1,1,1,0,2354,185,4,12437,3,1
